handle,text,
2943,Follow along as @POTUS takes over Hillary's Instagram account on the trail in Charlotte: https://t.co/N09gfgmFmN https://t.co/CWgmdbce11,1.0
2944,"Thanks, Obama. https://t.co/qL1JqkJHpX",1.0
2945,"""The fact is, Hillary is steady. Hillary is true. … That’s how real change and real progress happen.” —@POTUS",1.0
2946,"""Don’t boo, vote! Booing doesn’t help. You need to vote.” —@POTUS on Donald Trump’s dangerous policies",1.0
2947,"""She will be a stateswoman who makes us proud around the world. ... She knows what it takes to be Commander-in-Chief."" —@POTUS on Hillary",1.0
2948,"""If your concern is who's going to look out for working families...the other side's got nothing to offer you."" —@POTUS",1.0
2949,"""There has never been any man or woman more qualified for this office than Hillary Clinton. That's the truth."" —@POTUS",1.0
2950,"""I saw how you can count on her. How she won't back down. How she won't quit."" —@POTUS on Hillary",1.0
2951,"""I saw how she treated everybody with respect...that's how you judge somebody. How they treat others when the cameras are off."" —@POTUS",1.0
2952,"""Let me tell you, my faith in Hillary Clinton has always been rewarded."" —@POTUS",1.0
2953,"""I saw the passion that she feels for anybody who's experienced injustice. ... It was personal to her."" —@POTUS on Hillary",1.0
2954,"""I'm here today because I believe in Hillary Clinton. I want you to help elect her as the next President of the United States."" —@POTUS",1.0
2955,"“I don’t know about you, but we’re fired up and ready to go!” —Hillary https://t.co/op0E8Xiw3Z",1.0
2956,"""In America, we don’t tear each other down, we lift each other up.

We build bridges, not walls."" —Hillary",1.0
2957,"""The world hangs on every word a president says, and Donald Trump is...temperamentally unfit to be our Commander-in-Chief."" —Hillary",1.0
2958,"""He’s a statesman—leading not just our country but the entire world. This is a president who knows how to keep us safe and strong."" —Hillary",1.0
2959,"""When I look at @POTUS, I see someone who—in spite of obstruction he’s faced—still reaches for common ground and common purpose."" —Hillary",1.0
2960,"Our families and workplaces have changed in the 21st century. It's time for our policies—from paid leave to equal pay—to be updated, too.",1.0
2961,"It’s wrong that some millionaires can pay a lower tax rate than their secretaries, and we’re going to stop it.",1.0
2962,"We’re going to crack down on companies that ship jobs and profits overseas, and reward the ones that share profits with employees instead.",1.0
2963,"""We’re going to make college debt-free for all...and help millions of people struggling with existing student debt."" —Hillary",1.0
2964,"""Under @POTUS and @JoeBiden, we’ve had 75 straight months of job growth. I want us to see 75 more."" —Hillary",1.0
2965,"""President Obama’s job was to save us from a second Great Depression—and that’s exactly what he did.” —Hillary",1.0
2966,"""It means so much to have @POTUS’s support in this campaign. He knows a thing or two about winning elections."" —Hillary",1.0
2967,"""Someone who has never forgotten where he came from. And Donald, if you’re out there tweeting: It’s Hawaii."" —Hillary on @POTUS",1.0
2968,Live from Charlotte: @POTUS hits the trail with Hillary for the first time in this campaign. Watch: https://t.co/1IJMGhsqEc,1.0
2969,It's already a full house to hear from @HillaryClinton and @POTUS this afternoon in Charlotte #FirstInPOTUS https://t.co/igoTguAGnh,1.0
2970,Looking forward to meeting with @SenBobCorker in a little while. We will be traveling to North Carolina together today.,0.0
2971,"Q: ""Will you condemn David Duke and say that you don't want...white supremacists' [votes]?""

Trump: ""I don't know.""
https://t.co/PD8bNwMsUK",1.0
2972,"In a new interview, @POTUS talks about why Hillary has everything it takes to be president.
https://t.co/MRwg5h0LMq",1.0
2973,FBI director said Crooked Hillary compromised our national security. No charges. Wow! #RiggedSystem,0.0
2974,"The system is rigged. General Petraeus got in trouble for far less. Very very unfair! As usual, bad judgment.",0.0
2975,It was great spending time with @joniernst yesterday. She has done a fantastic job for the people of Iowa and U.S. Will see her again!,0.0
2976,Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!,0.0
2977,"On @FoxNews at 7:00 P.M. ""Special: Meet the Trumps"" Hope you enjoy!",0.0
2978,"“Si el lugar donde estás no tiene espacio para tu voz, no tengas miedo de crear tu propio espacio”— Hillary en #TheToast.",1.0
2979,Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?,0.0
2980,"Happy Fourth of July! Today let's celebrate the best of America—our freedom, diversity, and the values we share. -H https://t.co/C6Mdt4iVg5",1.0
2981,"""To be great, we can't be small. We have to be as big as the values that define America."" —Hillary https://t.co/RPCgLUrBTs",1.0
2982,"With Hillary and Obama, the terrorist attacks will only get worse. Politically correct fools, won't even call it what it is - RADICAL ISLAM!",0.0
2983,"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33,000 missing e-mails?",0.0
2984,Here's to 240 years of progress. https://t.co/rxZa7Niodt,1.0
2985,The only people who are not interested in being the V.P. pick are the people who have not been asked!,0.0
2986,I look forward to meeting @joniernst today in New Jersey. She has done a great job as Senator of Iowa!,0.0
2987,"Spent time with Indiana Governor Mike Pence and family yesterday. Very impressed, great people!",0.0
2988,"Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd, the end result was solid!",0.0
2989,"Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star, or plain star!",0.0
2990,Happy 4th of July! #Trump2016 #AmericaFirst https://t.co/Ndb3AQrLtY https://t.co/YhHyQjwJW6,0.0
2991,Crooked Hillary will NEVER be able to handle the complexities and danger of ISIS - it will just go on forever. We need change!,0.0
2992,"The third mass attack (slaughter) in days by ISIS. 200 dead in Baghdad, worst in many years. We do not have leadership that can stop this!",0.0
2993,"In Bangladesh, hostages were immediately killed by ISIS terrorists if they were unable to cite a verse from the Koran. 20 were killed!",0.0
2994,"Middle-class Americans thought Trump Institute would help them. In reality, it was yet another giant scam. https://t.co/zYAJ0hiq0v",1.0
2995,"""You have made me a better person and helped me believe I can do anything."" https://t.co/Iuk9Tx2hQm",1.0
2996,"A message from @realDonaldTrump on America.
https://t.co/Fq27JEgHLf",1.0
2997,"Looking forward to hitting the campaign trail together, @POTUS. https://t.co/DzKgMFgdmP",1.0
2998,I believe that Crooked Hillary sent Bill to have the meeting with the U.S.A.G. So Bill is not in trouble with H except that he got caught!,0.0
2999,"The SECRET meeting between Bill Clinton and the U.S.A.G. in back of closed plane was heightened with FBI shouting ""go away, no pictures.""",0.0
3000,"Does anybody really believe that Bill Clinton and the U.S.A.G. talked only about ""grandkids"" and golf for 37 minutes in plane on tarmac?",0.0
3001,"""THE SYSTEM IS RIGGED!""",0.0
3002,"On Saturday a great man, Elie Wiesel, passed away.The world is a better place because of him and his belief that good can triumph over evil!",0.0
3003,Today's attack in Baghdad is another horrific example of ISIS's savagery. We will defeat them. My prayers are with the victims' families. -H,1.0
3004,Crooked Hillary Clinton knew that her husband wanted to meet with the U.S.A.G. to work out a deal. The system is totally rigged &amp,0.0
3005,Only a fool would believe that the meeting between Bill Clinton and the U.S.A.G. was not arranged or that Crooked Hillary did not know.,0.0
3006,"Every American should have the opportunity to live up to their God-given potential.
https://t.co/GR4c76ouEn",1.0
3007,"Just watched @meetthepress and how totally biased against me Chuck Todd, and the entire show, is against me.The good news-the people get it!",0.0
3008,"""We join all those around the world in mourning his loss"" —Hillary and @BillClinton on the passing of Elie Wiesel https://t.co/HNVH0LlWpr",1.0
3009,We're not going to turn back the clock on progress. https://t.co/U3IZJ2lmEW,1.0
3010,"It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said, the system is totally rigged!",0.0
3011,"Just like he shouldn’t have his finger on the nuclear button, Trump shouldn’t have his hands on our economy. https://t.co/REhieod2uo",1.0
3012,It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!,0.0
3013,"Born July 2, 1951, trans activist Sylvia Rivera was an early LGBT leader whose work paved the way for progress. https://t.co/TFcpBVdr9q",1.0
3014,"Let's make America a world leader in manufacturing, again. https://t.co/PQzTY6ziRW https://t.co/NimTAUfa1T",1.0
3015,Thank you @greta. #ImWithYou https://t.co/SLdqNhD4Tm,0.0
3016,"Thank you for your support!
#AmericaFirst #LeadRight2016  https://t.co/a6f6xZNrym",0.0
3017,"Reminder: last year, Clinton pledged she had turned over all work-related email under penalty of perjury ⬇️ https://t.co/X4R7LnsSoy",0.0
3018,Thank you! #AmericaFirst https://t.co/MYG45LxGmH,0.0
3019,"If I become the next POTUS- they will not be ignoring! #AmericaFirst 
https://t.co/97R0cQdnGI",0.0
3020,"Crooked Hillary -- Makes History! 
#ImWithYou #AmericaFirst https://t.co/PKQhYhMmIX",0.0
3021,The company you keep says a lot about you (maybe no one ever told Donald Trump). https://t.co/PpgSed6aZJ,1.0
3022,The #2A to our Constitution is clear. The right of the people to keep &amp,0.0
3023,#AmericaFirst #ImWithYou https://t.co/iEcnnlJ728,0.0
3024,"The speakers slots at the Republican Convention are totally filled, with a long waiting list of those that want to speak - Wednesday release",0.0
3025,"Just read in the failing @nytimes that I was not aware ""the event had to be held in Cleveland"" - a total lie. These people are sick!",0.0
3026,When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://t.co/Vd2A747L29,0.0
3027,Just returned from Colorado. Amazing crowd!,0.0
3028,Praying for the safety of the hostages in Bangladesh. To the terrorists: We will never succumb to fear and hate. -H,1.0
3029,La evidencia muestra que Trump es un pésimo empresario ¿por qué debemos creer él sabrá manejar la economía del país? https://t.co/GCO9ICi1hj,1.0
3030,"Thank you for inviting me to the Western Conservative Summit in Colorado! #ImWithYou #WCS16 
https://t.co/lK3UW4fY2q https://t.co/QDQhRRuBbG",0.0
3031,You could give a speech to nominate the first woman president at @DemConvention. Enter now for your chance to win. https://t.co/GGpri1wC4M,1.0
3032,Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/ravfFT5UBE,0.0
3033,"""If the space you’re in doesn’t have room for your voice don’t be afraid to carve out a space of your own."" —Hillary https://t.co/VQQMyYHyNm",1.0
